P/S MONTH	P/S CODE	P/L FROM	P/L TO	PART NO.	PART COLOR	PART NAME	DATE	QTY(M/S)	QTY(ADJ)	QTY(TOTAL)	FIX_TYPE
12/2019	G4AM05	1PM001	AM    	29102RJ3 0000     	           	GEAR,TRANSFER DRIVEN          	13/12/2019	     660	       0	       660	0
12/2019	G4AM05	1PM001	AM    	29102RJ3 0000     	           	GEAR,TRANSFER DRIVEN          	16/12/2019	     720	       0	       720	0
12/2019	G4AM05	1PM001	AM    	29102RJ3 0000     	           	GEAR,TRANSFER DRIVEN          	17/12/2019	     720	       0	       720	0
12/2019	G4AM05	1PM001	AM    	29102RJ3 0000     	           	GEAR,TRANSFER DRIVEN          	18/12/2019	     720	       0	       720	0
12/2019	G4AM05	1PM001	AM    	29102RJ3 0000     	           	GEAR,TRANSFER DRIVEN          	19/12/2019	     720	       0	       720	0
12/2019	G4AM05	1PM001	AM    	29102RJ3 0000     	           	GEAR,TRANSFER DRIVEN          	20/12/2019	     720	       0	       720	0
12/2019	G4AM05	1PM001	AM    	29102RJ3 0000     	           	GEAR,TRANSFER DRIVEN          	25/12/2019	     720	       0	       720	0
12/2019	G4AM05	1PM001	AM    	29102RJ3 0000     	           	GEAR,TRANSFER DRIVEN          	26/12/2019	     600	       0	       600	0
12/2019	G4AM05	1PN007	AM    	91201P6R 0031     	           	OIL SEAL,40X56X9              	28/11/2019	   13500	       0	     13500	0
12/2019	G4AM05	1PN007	AM    	91303P4T 0032     	           	O-RING,23X2.6                 	28/11/2019	   13500	       0	     13500	0
12/2019	G4AM05	1PN007	AM    	913055LJ 0030     	           	O-RING,102X2.2                	28/11/2019	   13440	       0	     13440	0
12/2019	G4AM05	1PS006	AM    	292105RG 0001     	           	GEAR SET, TRANSFER HYPOID     	28/11/2019	     720	       0	       720	0
12/2019	G4AM05	1PS006	AM    	292105RG 0001     	           	GEAR SET, TRANSFER HYPOID     	29/11/2019	     720	       0	       720	0
12/2019	G4AM05	1PS006	AM    	292105RG 0001     	           	GEAR SET, TRANSFER HYPOID     	02/12/2019	     720	       0	       720	0
12/2019	G4AM05	1PS006	AM    	292105RG 0001     	           	GEAR SET, TRANSFER HYPOID     	03/12/2019	     720	       0	       720	0
12/2019	G4AM05	1PS006	AM    	292105RG 0001     	           	GEAR SET, TRANSFER HYPOID     	04/12/2019	     720	       0	       720	0
12/2019	G4AM05	1PS006	AM    	292105RG 0001     	           	GEAR SET, TRANSFER HYPOID     	05/12/2019	     660	       0	       660	0
12/2019	G4AM05	1PS006	AM    	292105RG 0001     	           	GEAR SET, TRANSFER HYPOID     	06/12/2019	     720	       0	       720	0
12/2019	G4AM05	1PS006	AM    	292105RG 0001     	           	GEAR SET, TRANSFER HYPOID     	09/12/2019	     720	       0	       720	0
12/2019	G4AM05	1PS006	AM    	292105RG 0001     	           	GEAR SET, TRANSFER HYPOID     	10/12/2019	     720	       0	       720	0
12/2019	G4AM05	1PS006	AM    	292105RG 0001     	           	GEAR SET, TRANSFER HYPOID     	11/12/2019	     720	       0	       720	0
12/2019	G4AM05	1PS006	AM    	292105RG 0001     	           	GEAR SET, TRANSFER HYPOID     	12/12/2019	     720	       0	       720	0
12/2019	G4AM05	1PS006	AM    	292105RG 0001     	           	GEAR SET, TRANSFER HYPOID     	13/12/2019	     660	       0	       660	0
12/2019	G4AM05	1PS006	AM    	292105RG 0001     	           	GEAR SET, TRANSFER HYPOID     	16/12/2019	     720	       0	       720	0
12/2019	G4AM05	1PS006	AM    	292105RG 0001     	           	GEAR SET, TRANSFER HYPOID     	17/12/2019	     720	       0	       720	0
12/2019	G4AM05	1PS006	AM    	292105RG 0001     	           	GEAR SET, TRANSFER HYPOID     	18/12/2019	     720	       0	       720	0
12/2019	G4AM05	1PS006	AM    	292105RG 0001     	           	GEAR SET, TRANSFER HYPOID     	19/12/2019	     720	       0	       720	0
12/2019	G4AM05	1PS006	AM    	292105RG 0001     	           	GEAR SET, TRANSFER HYPOID     	20/12/2019	     720	       0	       720	0
12/2019	G4AM05	1PS006	AM    	292105RG 0001     	           	GEAR SET, TRANSFER HYPOID     	25/12/2019	     720	       0	       720	0
12/2019	G4AM05	1PS006	AM    	292105RG 0001     	           	GEAR SET, TRANSFER HYPOID     	26/12/2019	     600	       0	       600	0
12/2019	G4AM05	1PS006	AM    	292105SS 0001     	           	HYPOID GEAR SET, TRANSFER     	05/12/2019	      60	       0	        60	0
12/2019	G4AM05	1PT005	AM    	296115RG 0001     	           	FLANGE,COMPANION              	28/11/2019	     720	       0	       720	0
12/2019	G4AM05	1PT005	AM    	296115RG 0001     	           	FLANGE,COMPANION              	29/11/2019	     720	       0	       720	0
12/2019	G4AM05	1PT005	AM    	296115RG 0001     	           	FLANGE,COMPANION              	02/12/2019	     720	       0	       720	0
12/2019	G4AM05	1PT005	AM    	296115RG 0001     	           	FLANGE,COMPANION              	03/12/2019	     720	       0	       720	0
12/2019	G4AM05	1PT005	AM    	296115RG 0001     	           	FLANGE,COMPANION              	04/12/2019	     720	       0	       720	0
12/2019	G4AM05	1PT005	AM    	296115RG 0001     	           	FLANGE,COMPANION              	05/12/2019	     660	       0	       660	0
12/2019	G4AM05	1PT005	AM    	296115RG 0001     	           	FLANGE,COMPANION              	06/12/2019	     720	       0	       720	0
12/2019	G4AM05	1PT005	AM    	296115RG 0001     	           	FLANGE,COMPANION              	09/12/2019	     720	       0	       720	0
12/2019	G4AM05	1PT005	AM    	296115RG 0001     	           	FLANGE,COMPANION              	10/12/2019	     720	       0	       720	0
12/2019	G4AM05	1PT005	AM    	296115RG 0001     	           	FLANGE,COMPANION              	11/12/2019	     720	       0	       720	0
12/2019	G4AM05	1PT005	AM    	296115RG 0001     	           	FLANGE,COMPANION              	12/12/2019	     720	       0	       720	0
12/2019	G4AM05	1PT005	AM    	296115RG 0001     	           	FLANGE,COMPANION              	13/12/2019	     660	       0	       660	0
12/2019	G4AM05	1PT005	AM    	296115RG 0001     	           	FLANGE,COMPANION              	16/12/2019	     720	       0	       720	0
12/2019	G4AM05	1PT005	AM    	296115RG 0001     	           	FLANGE,COMPANION              	17/12/2019	     720	       0	       720	0
12/2019	G4AM05	1PT005	AM    	296115RG 0001     	           	FLANGE,COMPANION              	18/12/2019	     720	       0	       720	0
12/2019	G4AM05	1PT005	AM    	296115RG 0001     	           	FLANGE,COMPANION              	19/12/2019	     720	       0	       720	0
12/2019	G4AM05	1PT005	AM    	296115RG 0001     	           	FLANGE,COMPANION              	20/12/2019	     720	       0	       720	0
12/2019	G4AM05	1PT005	AM    	296115RG 0001     	           	FLANGE,COMPANION              	25/12/2019	     720	       0	       720	0
12/2019	G4AM05	1PT005	AM    	296115RG 0001     	           	FLANGE,COMPANION              	26/12/2019	     600	       0	       600	0
12/2019	G4AM07	1PA001	MCFE  	2323256E 0002NA   	           	GEAR, SECONDARY DRIVEN (SOZAI)	02/12/2019	       0	       0	         0	0
12/2019	G4AM07	1PA001	MCFE  	2323256E 0002NA   	           	GEAR, SECONDARY DRIVEN (SOZAI)	03/12/2019	       0	       0	         0	0
12/2019	G4AM07	1PA001	MCFE  	2323256E 0002NA   	           	GEAR, SECONDARY DRIVEN (SOZAI)	05/12/2019	       0	       0	         0	0
12/2019	G4AM07	1PA001	MCFE  	2323256E 0002NA   	           	GEAR, SECONDARY DRIVEN (SOZAI)	06/12/2019	       0	       0	         0	0
12/2019	G4AM07	1PA001	MCFE  	2323256E 0002NA   	           	GEAR, SECONDARY DRIVEN (SOZAI)	12/12/2019	       0	       0	         0	0
12/2019	G4AM07	1PA001	MCFE  	2323256E 0002NA   	           	GEAR, SECONDARY DRIVEN (SOZAI)	13/12/2019	       0	       0	         0	0
12/2019	G4AM07	1PA001	MCFE  	2323256E 0002NA   	           	GEAR, SECONDARY DRIVEN (SOZAI)	16/12/2019	       0	       0	         0	0
12/2019	G4AM07	1PA001	MCFE  	2323256E 0002NA   	           	GEAR, SECONDARY DRIVEN (SOZAI)	17/12/2019	       0	       0	         0	0
12/2019	G4AM07	1PA001	MCFE  	2323256E 0002NA   	           	GEAR, SECONDARY DRIVEN (SOZAI)	18/12/2019	       0	       0	         0	0
12/2019	G4AM07	1PA001	MCFE  	2323256E 0002NA   	           	GEAR, SECONDARY DRIVEN (SOZAI)	25/12/2019	       0	       0	         0	0
12/2019	G4AM07	1PA001	MCFE  	232325T0 0000NC   	           	GEAR, SECONDARY DRIVEN (SOZAI)	28/11/2019	    1350	       0	      1350	0
12/2019	G4AM07	1PA001	MCFE  	232325T0 0000NC   	           	GEAR, SECONDARY DRIVEN (SOZAI)	29/11/2019	    1380	       0	      1380	0
12/2019	G4AM07	1PA001	MCFE  	232325T0 0000NC   	           	GEAR, SECONDARY DRIVEN (SOZAI)	02/12/2019	     900	       0	       900	0
12/2019	G4AM07	1PA001	MCFE  	232325T0 0000NC   	           	GEAR, SECONDARY DRIVEN (SOZAI)	03/12/2019	    1170	       0	      1170	0
12/2019	G4AM07	1PA001	MCFE  	232325T0 0000NC   	           	GEAR, SECONDARY DRIVEN (SOZAI)	04/12/2019	    1106	       0	      1106	0
12/2019	G4AM07	1PA001	MCFE  	232325T0 0000NC   	           	GEAR, SECONDARY DRIVEN (SOZAI)	05/12/2019	    1830	       0	      1830	0
12/2019	G4AM07	1PA001	MCFE  	232325T0 0000NC   	           	GEAR, SECONDARY DRIVEN (SOZAI)	06/12/2019	     960	       0	       960	0
12/2019	G4AM07	1PA001	MCFE  	232325T0 0000NC   	           	GEAR, SECONDARY DRIVEN (SOZAI)	09/12/2019	     300	       0	       300	0
12/2019	G4AM07	1PA001	MCFE  	232325T0 0000NC   	           	GEAR, SECONDARY DRIVEN (SOZAI)	10/12/2019	     660	       0	       660	0
12/2019	G4AM07	1PA001	MCFE  	232325T0 0000NC   	           	GEAR, SECONDARY DRIVEN (SOZAI)	11/12/2019	     900	       0	       900	0
12/2019	G4AM07	1PA001	MCFE  	232325T0 0000NC   	           	GEAR, SECONDARY DRIVEN (SOZAI)	12/12/2019	     990	       0	       990	0
12/2019	G4AM07	1PA001	MCFE  	232325T0 0000NC   	           	GEAR, SECONDARY DRIVEN (SOZAI)	13/12/2019	     870	       0	       870	0
12/2019	G4AM07	1PA001	MCFE  	232325T0 0000NC   	           	GEAR, SECONDARY DRIVEN (SOZAI)	16/12/2019	     540	       0	       540	0
12/2019	G4AM07	1PA001	MCFE  	232325T0 0000NC   	           	GEAR, SECONDARY DRIVEN (SOZAI)	17/12/2019	    1680	       0	      1680	0
12/2019	G4AM07	1PA001	MCFE  	232325T0 0000NC   	           	GEAR, SECONDARY DRIVEN (SOZAI)	18/12/2019	     660	       0	       660	0
12/2019	G4AM07	1PA001	MCFE  	232325T0 0000NC   	           	GEAR, SECONDARY DRIVEN (SOZAI)	19/12/2019	     360	       0	       360	0
12/2019	G4AM07	1PA001	MCFE  	232325T0 0000NC   	           	GEAR, SECONDARY DRIVEN (SOZAI)	20/12/2019	     210	       0	       210	0
12/2019	G4AM07	1PA001	MCFE  	232325T0 0000NC   	           	GEAR, SECONDARY DRIVEN (SOZAI)	25/12/2019	     900	       0	       900	0
12/2019	G4AM07	1PA001	MCFE  	232325T0 0000NC   	           	GEAR, SECONDARY DRIVEN (SOZAI)	26/12/2019	    1320	       0	      1320	0
12/2019	G4AM07	1PA001	MCFE  	232325T1 0003NA   	           	GEAR, SECONDARY DRIVEN (SOZAI)	28/11/2019	     990	       0	       990	0
12/2019	G4AM07	1PA001	MCFE  	232325T1 0003NA   	           	GEAR, SECONDARY DRIVEN (SOZAI)	29/11/2019	     955	       0	       955	0
12/2019	G4AM07	1PA001	MCFE  	232325T1 0003NA   	           	GEAR, SECONDARY DRIVEN (SOZAI)	02/12/2019	     840	       0	       840	0
12/2019	G4AM07	1PA001	MCFE  	232325T1 0003NA   	           	GEAR, SECONDARY DRIVEN (SOZAI)	03/12/2019	     750	       0	       750	0
12/2019	G4AM07	1PA001	MCFE  	232325T1 0003NA   	           	GEAR, SECONDARY DRIVEN (SOZAI)	04/12/2019	    1230	       0	      1230	0
12/2019	G4AM07	1PA001	MCFE  	232325T1 0003NA   	           	GEAR, SECONDARY DRIVEN (SOZAI)	05/12/2019	     360	       0	       360	0
12/2019	G4AM07	1PA001	MCFE  	232325T1 0003NA   	           	GEAR, SECONDARY DRIVEN (SOZAI)	06/12/2019	    1181	       0	      1181	0
12/2019	G4AM07	1PA001	MCFE  	232325T1 0003NA   	           	GEAR, SECONDARY DRIVEN (SOZAI)	09/12/2019	    2040	       0	      2040	0
12/2019	G4AM07	1PA001	MCFE  	232325T1 0003NA   	           	GEAR, SECONDARY DRIVEN (SOZAI)	10/12/2019	    1680	       0	      1680	0
12/2019	G4AM07	1PA001	MCFE  	232325T1 0003NA   	           	GEAR, SECONDARY DRIVEN (SOZAI)	11/12/2019	    1440	       0	      1440	0
12/2019	G4AM07	1PA001	MCFE  	232325T1 0003NA   	           	GEAR, SECONDARY DRIVEN (SOZAI)	12/12/2019	     960	       0	       960	0
12/2019	G4AM07	1PA001	MCFE  	232325T1 0003NA   	           	GEAR, SECONDARY DRIVEN (SOZAI)	13/12/2019	     840	       0	       840	0
12/2019	G4AM07	1PA001	MCFE  	232325T1 0003NA   	           	GEAR, SECONDARY DRIVEN (SOZAI)	16/12/2019	    1560	       0	      1560	0
12/2019	G4AM07	1PA001	MCFE  	232325T1 0003NA   	           	GEAR, SECONDARY DRIVEN (SOZAI)	17/12/2019	     600	       0	       600	0
12/2019	G4AM07	1PA001	MCFE  	232325T1 0003NA   	           	GEAR, SECONDARY DRIVEN (SOZAI)	18/12/2019	    1401	       0	      1401	0
12/2019	G4AM07	1PA001	MCFE  	232325T1 0003NA   	           	GEAR, SECONDARY DRIVEN (SOZAI)	19/12/2019	    1680	       0	      1680	0
12/2019	G4AM07	1PA001	MCFE  	232325T1 0003NA   	           	GEAR, SECONDARY DRIVEN (SOZAI)	20/12/2019	    2130	       0	      2130	0
12/2019	G4AM07	1PA001	MCFE  	232325T1 0003NA   	           	GEAR, SECONDARY DRIVEN (SOZAI)	25/12/2019	     960	       0	       960	0
12/2019	G4AM07	1PA001	MCFE  	232325T1 0003NA   	           	GEAR, SECONDARY DRIVEN (SOZAI)	26/12/2019	     480	       0	       480	0
12/2019	G4AM07	1PA001	MCFE  	2324156E 0001NA   	           	GEAR, SECONDARY DRIVE (SOZAI) 	02/12/2019	       0	       0	         0	0
12/2019	G4AM07	1PA001	MCFE  	2324156E 0001NA   	           	GEAR, SECONDARY DRIVE (SOZAI) 	03/12/2019	       0	       0	         0	0
12/2019	G4AM07	1PA001	MCFE  	2324156E 0001NA   	           	GEAR, SECONDARY DRIVE (SOZAI) 	05/12/2019	       0	       0	         0	0
12/2019	G4AM07	1PA001	MCFE  	2324156E 0001NA   	           	GEAR, SECONDARY DRIVE (SOZAI) 	06/12/2019	       0	       0	         0	0
12/2019	G4AM07	1PA001	MCFE  	2324156E 0001NA   	           	GEAR, SECONDARY DRIVE (SOZAI) 	12/12/2019	       0	       0	         0	0
12/2019	G4AM07	1PA001	MCFE  	2324156E 0001NA   	           	GEAR, SECONDARY DRIVE (SOZAI) 	13/12/2019	       0	       0	         0	0
12/2019	G4AM07	1PA001	MCFE  	2324156E 0001NA   	           	GEAR, SECONDARY DRIVE (SOZAI) 	16/12/2019	       0	       0	         0	0
12/2019	G4AM07	1PA001	MCFE  	2324156E 0001NA   	           	GEAR, SECONDARY DRIVE (SOZAI) 	17/12/2019	       0	       0	         0	0
12/2019	G4AM07	1PA001	MCFE  	2324156E 0001NA   	           	GEAR, SECONDARY DRIVE (SOZAI) 	18/12/2019	       0	       0	         0	0
12/2019	G4AM07	1PA001	MCFE  	2324156E 0001NA   	           	GEAR, SECONDARY DRIVE (SOZAI) 	25/12/2019	       0	       0	         0	0
12/2019	G4AM07	1PA001	MCFE  	232415T0 0000NC   	           	GEAR, SECONDARY DRIVE (SOZAI) 	28/11/2019	   18086	       0	     18086	0
12/2019	G4AM07	1PA001	MCFE  	232415T1 0001NA   	           	GEAR, SECONDARY DRIVE (SOZAI) 	28/11/2019	     990	       0	       990	0
12/2019	G4AM07	1PA001	MCFE  	232415T1 0001NA   	           	GEAR, SECONDARY DRIVE (SOZAI) 	29/11/2019	     955	       0	       955	0
12/2019	G4AM07	1PA001	MCFE  	232415T1 0001NA   	           	GEAR, SECONDARY DRIVE (SOZAI) 	02/12/2019	     840	       0	       840	0
12/2019	G4AM07	1PA001	MCFE  	232415T1 0001NA   	           	GEAR, SECONDARY DRIVE (SOZAI) 	03/12/2019	     750	       0	       750	0
12/2019	G4AM07	1PA001	MCFE  	232415T1 0001NA   	           	GEAR, SECONDARY DRIVE (SOZAI) 	04/12/2019	    1230	       0	      1230	0
12/2019	G4AM07	1PA001	MCFE  	232415T1 0001NA   	           	GEAR, SECONDARY DRIVE (SOZAI) 	05/12/2019	     360	       0	       360	0
12/2019	G4AM07	1PA001	MCFE  	232415T1 0001NA   	           	GEAR, SECONDARY DRIVE (SOZAI) 	06/12/2019	    1181	       0	      1181	0
12/2019	G4AM07	1PA001	MCFE  	232415T1 0001NA   	           	GEAR, SECONDARY DRIVE (SOZAI) 	09/12/2019	    2040	       0	      2040	0
12/2019	G4AM07	1PA001	MCFE  	232415T1 0001NA   	           	GEAR, SECONDARY DRIVE (SOZAI) 	10/12/2019	    1680	       0	      1680	0
12/2019	G4AM07	1PA001	MCFE  	232415T1 0001NA   	           	GEAR, SECONDARY DRIVE (SOZAI) 	11/12/2019	    1440	       0	      1440	0
12/2019	G4AM07	1PA001	MCFE  	232415T1 0001NA   	           	GEAR, SECONDARY DRIVE (SOZAI) 	12/12/2019	     960	       0	       960	0
12/2019	G4AM07	1PA001	MCFE  	232415T1 0001NA   	           	GEAR, SECONDARY DRIVE (SOZAI) 	13/12/2019	     840	       0	       840	0
12/2019	G4AM07	1PA001	MCFE  	232415T1 0001NA   	           	GEAR, SECONDARY DRIVE (SOZAI) 	16/12/2019	    1560	       0	      1560	0
12/2019	G4AM07	1PA001	MCFE  	232415T1 0001NA   	           	GEAR, SECONDARY DRIVE (SOZAI) 	17/12/2019	     600	       0	       600	0
12/2019	G4AM07	1PA001	MCFE  	232415T1 0001NA   	           	GEAR, SECONDARY DRIVE (SOZAI) 	18/12/2019	    1401	       0	      1401	0
12/2019	G4AM07	1PA001	MCFE  	232415T1 0001NA   	           	GEAR, SECONDARY DRIVE (SOZAI) 	19/12/2019	    1680	       0	      1680	0
12/2019	G4AM07	1PA001	MCFE  	232415T1 0001NA   	           	GEAR, SECONDARY DRIVE (SOZAI) 	20/12/2019	    2130	       0	      2130	0
12/2019	G4AM07	1PA001	MCFE  	232415T1 0001NA   	           	GEAR, SECONDARY DRIVE (SOZAI) 	25/12/2019	     960	       0	       960	0
12/2019	G4AM07	1PA001	MCFE  	232415T1 0001NA   	           	GEAR, SECONDARY DRIVE (SOZAI) 	26/12/2019	     480	       0	       480	0
12/2019	G4AM07	1PA001	MCFE  	4123352R 0001NA   	           	GEAR, FINAL DRIVEN (SOZAI)    	28/11/2019	    1915	       0	      1915	0
12/2019	G4AM07	1PA001	MCFE  	412335T0 9001NA   	           	GEAR, FINAL DRIVEN (SOZAI)    	28/11/2019	   18341	       0	     18341	0
12/2019	G4AM07	1PA001	MCFE  	412335T1 0001NA   	           	GEAR,FINAL DRIVEN (SOZAI)     	28/11/2019	   22305	       0	     22305	0
12/2019	G4AM07	1PA002	AM    	244115T0 0002     	           	SHAFT,CONTROL                 	28/11/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PA002	AM    	244115T0 0002     	           	SHAFT,CONTROL                 	29/11/2019	    2335	       0	      2335	0
12/2019	G4AM07	1PA002	AM    	244115T0 0002     	           	SHAFT,CONTROL                 	02/12/2019	    2040	       0	      2040	0
12/2019	G4AM07	1PA002	AM    	244115T0 0002     	           	SHAFT,CONTROL                 	03/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PA002	AM    	244115T0 0002     	           	SHAFT,CONTROL                 	04/12/2019	    2336	       0	      2336	0
12/2019	G4AM07	1PA002	AM    	244115T0 0002     	           	SHAFT,CONTROL                 	05/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PA002	AM    	244115T0 0002     	           	SHAFT,CONTROL                 	06/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PA002	AM    	244115T0 0002     	           	SHAFT,CONTROL                 	09/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PA002	AM    	244115T0 0002     	           	SHAFT,CONTROL                 	10/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PA002	AM    	244115T0 0002     	           	SHAFT,CONTROL                 	11/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PA002	AM    	244115T0 0002     	           	SHAFT,CONTROL                 	12/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PA002	AM    	244115T0 0002     	           	SHAFT,CONTROL                 	13/12/2019	    1890	       0	      1890	0
12/2019	G4AM07	1PA002	AM    	244115T0 0002     	           	SHAFT,CONTROL                 	16/12/2019	    2160	       0	      2160	0
12/2019	G4AM07	1PA002	AM    	244115T0 0002     	           	SHAFT,CONTROL                 	17/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PA002	AM    	244115T0 0002     	           	SHAFT,CONTROL                 	18/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PA002	AM    	244115T0 0002     	           	SHAFT,CONTROL                 	19/12/2019	    2040	       0	      2040	0
12/2019	G4AM07	1PA002	AM    	244115T0 0002     	           	SHAFT,CONTROL                 	20/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PA002	AM    	244115T0 0002     	           	SHAFT,CONTROL                 	25/12/2019	    2220	       0	      2220	0
12/2019	G4AM07	1PA002	AM    	244115T0 0002     	           	SHAFT,CONTROL                 	26/12/2019	    1800	       0	      1800	0
12/2019	G4AM07	1PA002	AM    	244205T0 0000     	           	LEVER COMP,DETENT             	28/11/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PA002	AM    	244205T0 0000     	           	LEVER COMP,DETENT             	29/11/2019	    2335	       0	      2335	0
12/2019	G4AM07	1PA002	AM    	244205T0 0000     	           	LEVER COMP,DETENT             	02/12/2019	    2040	       0	      2040	0
12/2019	G4AM07	1PA002	AM    	244205T0 0000     	           	LEVER COMP,DETENT             	03/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PA002	AM    	244205T0 0000     	           	LEVER COMP,DETENT             	04/12/2019	    2336	       0	      2336	0
12/2019	G4AM07	1PA002	AM    	244205T0 0000     	           	LEVER COMP,DETENT             	05/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PA002	AM    	244205T0 0000     	           	LEVER COMP,DETENT             	06/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PA002	AM    	244205T0 0000     	           	LEVER COMP,DETENT             	09/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PA002	AM    	244205T0 0000     	           	LEVER COMP,DETENT             	10/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PA002	AM    	244205T0 0000     	           	LEVER COMP,DETENT             	11/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PA002	AM    	244205T0 0000     	           	LEVER COMP,DETENT             	12/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PA002	AM    	244205T0 0000     	           	LEVER COMP,DETENT             	13/12/2019	    1890	       0	      1890	0
12/2019	G4AM07	1PA002	AM    	244205T0 0000     	           	LEVER COMP,DETENT             	16/12/2019	    2160	       0	      2160	0
12/2019	G4AM07	1PA002	AM    	244205T0 0000     	           	LEVER COMP,DETENT             	17/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PA002	AM    	244205T0 0000     	           	LEVER COMP,DETENT             	18/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PA002	AM    	244205T0 0000     	           	LEVER COMP,DETENT             	19/12/2019	    2040	       0	      2040	0
12/2019	G4AM07	1PA002	AM    	244205T0 0000     	           	LEVER COMP,DETENT             	20/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PA002	AM    	244205T0 0000     	           	LEVER COMP,DETENT             	25/12/2019	    2220	       0	      2220	0
12/2019	G4AM07	1PA002	AM    	244205T0 0000     	           	LEVER COMP,DETENT             	26/12/2019	    1800	       0	      1800	0
12/2019	G4AM07	1PA002	AM    	245615T0 0000     	           	PAWL,PARKING BRAKE            	28/11/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PA002	AM    	245615T0 0000     	           	PAWL,PARKING BRAKE            	29/11/2019	    2335	       0	      2335	0
12/2019	G4AM07	1PA002	AM    	245615T0 0000     	           	PAWL,PARKING BRAKE            	02/12/2019	    2040	       0	      2040	0
12/2019	G4AM07	1PA002	AM    	245615T0 0000     	           	PAWL,PARKING BRAKE            	03/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PA002	AM    	245615T0 0000     	           	PAWL,PARKING BRAKE            	04/12/2019	    2336	       0	      2336	0
12/2019	G4AM07	1PA002	AM    	245615T0 0000     	           	PAWL,PARKING BRAKE            	05/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PA002	AM    	245615T0 0000     	           	PAWL,PARKING BRAKE            	06/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PA002	AM    	245615T0 0000     	           	PAWL,PARKING BRAKE            	09/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PA002	AM    	245615T0 0000     	           	PAWL,PARKING BRAKE            	10/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PA002	AM    	245615T0 0000     	           	PAWL,PARKING BRAKE            	11/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PA002	AM    	245615T0 0000     	           	PAWL,PARKING BRAKE            	12/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PA002	AM    	245615T0 0000     	           	PAWL,PARKING BRAKE            	13/12/2019	    1890	       0	      1890	0
12/2019	G4AM07	1PA002	AM    	245615T0 0000     	           	PAWL,PARKING BRAKE            	16/12/2019	    2160	       0	      2160	0
12/2019	G4AM07	1PA002	AM    	245615T0 0000     	           	PAWL,PARKING BRAKE            	17/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PA002	AM    	245615T0 0000     	           	PAWL,PARKING BRAKE            	18/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PA002	AM    	245615T0 0000     	           	PAWL,PARKING BRAKE            	19/12/2019	    2040	       0	      2040	0
12/2019	G4AM07	1PA002	AM    	245615T0 0000     	           	PAWL,PARKING BRAKE            	20/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PA002	AM    	245615T0 0000     	           	PAWL,PARKING BRAKE            	25/12/2019	    2220	       0	      2220	0
12/2019	G4AM07	1PA002	AM    	245615T0 0000     	           	PAWL,PARKING BRAKE            	26/12/2019	    1800	       0	      1800	0
12/2019	G4AM07	1PA002	AM    	251625T0 0000     	           	SPROCKET,O/P DRIVEN           	28/11/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PA002	AM    	251625T0 0000     	           	SPROCKET,O/P DRIVEN           	29/11/2019	    2335	       0	      2335	0
12/2019	G4AM07	1PA002	AM    	251625T0 0000     	           	SPROCKET,O/P DRIVEN           	02/12/2019	    2040	       0	      2040	0
12/2019	G4AM07	1PA002	AM    	251625T0 0000     	           	SPROCKET,O/P DRIVEN           	03/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PA002	AM    	251625T0 0000     	           	SPROCKET,O/P DRIVEN           	04/12/2019	    2336	       0	      2336	0
12/2019	G4AM07	1PA002	AM    	251625T0 0000     	           	SPROCKET,O/P DRIVEN           	05/12/2019	    2340	       0	      2340	0
