P/S MONTH	P/S CODE	P/L FROM	P/L TO	PART NO.	PART COLOR	PART NAME	DATE	QTY(M/S)	QTY(ADJ)	QTY(TOTAL)	FIX_TYPE
12/2019	G4AM07	1PT003	AM    	227415L0 0000     	           	PIPE,10.9X48                  	09/12/2019	    9360	       0	      9360	0
12/2019	G4AM07	1PT003	AM    	227415L0 0000     	           	PIPE,10.9X48                  	10/12/2019	    9360	       0	      9360	0
12/2019	G4AM07	1PT003	AM    	227415L0 0000     	           	PIPE,10.9X48                  	11/12/2019	    9360	       0	      9360	0
12/2019	G4AM07	1PT003	AM    	227415L0 0000     	           	PIPE,10.9X48                  	12/12/2019	    9360	       0	      9360	0
12/2019	G4AM07	1PT003	AM    	227415L0 0000     	           	PIPE,10.9X48                  	13/12/2019	    7560	       0	      7560	0
12/2019	G4AM07	1PT003	AM    	227415L0 0000     	           	PIPE,10.9X48                  	16/12/2019	    8640	       0	      8640	0
12/2019	G4AM07	1PT003	AM    	227415L0 0000     	           	PIPE,10.9X48                  	17/12/2019	    9360	       0	      9360	0
12/2019	G4AM07	1PT003	AM    	227415L0 0000     	           	PIPE,10.9X48                  	18/12/2019	    9480	       0	      9480	0
12/2019	G4AM07	1PT003	AM    	227415L0 0000     	           	PIPE,10.9X48                  	19/12/2019	    8160	       0	      8160	0
12/2019	G4AM07	1PT003	AM    	227415L0 0000     	           	PIPE,10.9X48                  	20/12/2019	    9360	       0	      9360	0
12/2019	G4AM07	1PT003	AM    	227415L0 0000     	           	PIPE,10.9X48                  	25/12/2019	    8880	       0	      8880	0
12/2019	G4AM07	1PT003	AM    	227415L0 0000     	           	PIPE,10.9X48                  	26/12/2019	    7200	       0	      7200	0
12/2019	G4AM07	1PT003	AM    	227435T0 0000     	           	PIPE,10.9X75.5                	28/11/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	227435T0 0000     	           	PIPE,10.9X75.5                	29/11/2019	    2335	       0	      2335	0
12/2019	G4AM07	1PT003	AM    	227435T0 0000     	           	PIPE,10.9X75.5                	02/12/2019	    2040	       0	      2040	0
12/2019	G4AM07	1PT003	AM    	227435T0 0000     	           	PIPE,10.9X75.5                	03/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	227435T0 0000     	           	PIPE,10.9X75.5                	04/12/2019	    2336	       0	      2336	0
12/2019	G4AM07	1PT003	AM    	227435T0 0000     	           	PIPE,10.9X75.5                	05/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	227435T0 0000     	           	PIPE,10.9X75.5                	06/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	227435T0 0000     	           	PIPE,10.9X75.5                	09/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	227435T0 0000     	           	PIPE,10.9X75.5                	10/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	227435T0 0000     	           	PIPE,10.9X75.5                	11/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	227435T0 0000     	           	PIPE,10.9X75.5                	12/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	227435T0 0000     	           	PIPE,10.9X75.5                	13/12/2019	    1890	       0	      1890	0
12/2019	G4AM07	1PT003	AM    	227435T0 0000     	           	PIPE,10.9X75.5                	16/12/2019	    2160	       0	      2160	0
12/2019	G4AM07	1PT003	AM    	227435T0 0000     	           	PIPE,10.9X75.5                	17/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	227435T0 0000     	           	PIPE,10.9X75.5                	18/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	227435T0 0000     	           	PIPE,10.9X75.5                	19/12/2019	    2040	       0	      2040	0
12/2019	G4AM07	1PT003	AM    	227435T0 0000     	           	PIPE,10.9X75.5                	20/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	227435T0 0000     	           	PIPE,10.9X75.5                	25/12/2019	    2220	       0	      2220	0
12/2019	G4AM07	1PT003	AM    	227435T0 0000     	           	PIPE,10.9X75.5                	26/12/2019	    1800	       0	      1800	0
12/2019	G4AM07	1PT003	AM    	227445L0 0000     	           	PIPE,10.9X29                  	28/11/2019	    4680	       0	      4680	0
12/2019	G4AM07	1PT003	AM    	227445L0 0000     	           	PIPE,10.9X29                  	29/11/2019	    4670	       0	      4670	0
12/2019	G4AM07	1PT003	AM    	227445L0 0000     	           	PIPE,10.9X29                  	02/12/2019	    4080	       0	      4080	0
12/2019	G4AM07	1PT003	AM    	227445L0 0000     	           	PIPE,10.9X29                  	03/12/2019	    4680	       0	      4680	0
12/2019	G4AM07	1PT003	AM    	227445L0 0000     	           	PIPE,10.9X29                  	04/12/2019	    4672	       0	      4672	0
12/2019	G4AM07	1PT003	AM    	227445L0 0000     	           	PIPE,10.9X29                  	05/12/2019	    4680	       0	      4680	0
12/2019	G4AM07	1PT003	AM    	227445L0 0000     	           	PIPE,10.9X29                  	06/12/2019	    4680	       0	      4680	0
12/2019	G4AM07	1PT003	AM    	227445L0 0000     	           	PIPE,10.9X29                  	09/12/2019	    4680	       0	      4680	0
12/2019	G4AM07	1PT003	AM    	227445L0 0000     	           	PIPE,10.9X29                  	10/12/2019	    4680	       0	      4680	0
12/2019	G4AM07	1PT003	AM    	227445L0 0000     	           	PIPE,10.9X29                  	11/12/2019	    4680	       0	      4680	0
12/2019	G4AM07	1PT003	AM    	227445L0 0000     	           	PIPE,10.9X29                  	12/12/2019	    4680	       0	      4680	0
12/2019	G4AM07	1PT003	AM    	227445L0 0000     	           	PIPE,10.9X29                  	13/12/2019	    3780	       0	      3780	0
12/2019	G4AM07	1PT003	AM    	227445L0 0000     	           	PIPE,10.9X29                  	16/12/2019	    4320	       0	      4320	0
12/2019	G4AM07	1PT003	AM    	227445L0 0000     	           	PIPE,10.9X29                  	17/12/2019	    4680	       0	      4680	0
12/2019	G4AM07	1PT003	AM    	227445L0 0000     	           	PIPE,10.9X29                  	18/12/2019	    4680	       0	      4680	0
12/2019	G4AM07	1PT003	AM    	227445L0 0000     	           	PIPE,10.9X29                  	19/12/2019	    4080	       0	      4080	0
12/2019	G4AM07	1PT003	AM    	227445L0 0000     	           	PIPE,10.9X29                  	20/12/2019	    4680	       0	      4680	0
12/2019	G4AM07	1PT003	AM    	227445L0 0000     	           	PIPE,10.9X29                  	25/12/2019	    4440	       0	      4440	0
12/2019	G4AM07	1PT003	AM    	227445L0 0000     	           	PIPE,10.9X29                  	26/12/2019	    3600	       0	      3600	0
12/2019	G4AM07	1PT003	AM    	232255T0 0100     	           	PLATE B,OIL GUIDE             	28/11/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	232255T0 0100     	           	PLATE B,OIL GUIDE             	29/11/2019	    2335	       0	      2335	0
12/2019	G4AM07	1PT003	AM    	232255T0 0100     	           	PLATE B,OIL GUIDE             	02/12/2019	    2040	       0	      2040	0
12/2019	G4AM07	1PT003	AM    	232255T0 0100     	           	PLATE B,OIL GUIDE             	03/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	232255T0 0100     	           	PLATE B,OIL GUIDE             	04/12/2019	    2336	       0	      2336	0
12/2019	G4AM07	1PT003	AM    	232255T0 0100     	           	PLATE B,OIL GUIDE             	05/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	232255T0 0100     	           	PLATE B,OIL GUIDE             	06/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	232255T0 0100     	           	PLATE B,OIL GUIDE             	09/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	232255T0 0100     	           	PLATE B,OIL GUIDE             	10/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	232255T0 0100     	           	PLATE B,OIL GUIDE             	11/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	232255T0 0100     	           	PLATE B,OIL GUIDE             	12/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	232255T0 0100     	           	PLATE B,OIL GUIDE             	13/12/2019	    1890	       0	      1890	0
12/2019	G4AM07	1PT003	AM    	232255T0 0100     	           	PLATE B,OIL GUIDE             	16/12/2019	    2160	       0	      2160	0
12/2019	G4AM07	1PT003	AM    	232255T0 0100     	           	PLATE B,OIL GUIDE             	17/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	232255T0 0100     	           	PLATE B,OIL GUIDE             	18/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	232255T0 0100     	           	PLATE B,OIL GUIDE             	19/12/2019	    2040	       0	      2040	0
12/2019	G4AM07	1PT003	AM    	232255T0 0100     	           	PLATE B,OIL GUIDE             	20/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	232255T0 0100     	           	PLATE B,OIL GUIDE             	25/12/2019	    2220	       0	      2220	0
12/2019	G4AM07	1PT003	AM    	232255T0 0100     	           	PLATE B,OIL GUIDE             	26/12/2019	    1800	       0	      1800	0
12/2019	G4AM07	1PT003	AM    	281575DJ 0000     	           	STAY COMP,HARN                	02/12/2019	    1616	       0	      1616	0
12/2019	G4AM07	1PT003	AM    	32748R1B A500     	           	STAY,ENG HARN(O/P SNSR)       	02/12/2019	    1616	       0	      1616	0
12/2019	G4AM07	1PT003	AM    	413825T0 0000     	           	SPACER,41X65X1                	28/11/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	413825T0 0000     	           	SPACER,41X65X1                	29/11/2019	    2335	       0	      2335	0
12/2019	G4AM07	1PT003	AM    	413825T0 0000     	           	SPACER,41X65X1                	02/12/2019	    2040	       0	      2040	0
12/2019	G4AM07	1PT003	AM    	413825T0 0000     	           	SPACER,41X65X1                	03/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	413825T0 0000     	           	SPACER,41X65X1                	04/12/2019	    2336	       0	      2336	0
12/2019	G4AM07	1PT003	AM    	413825T0 0000     	           	SPACER,41X65X1                	05/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	413825T0 0000     	           	SPACER,41X65X1                	06/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	413825T0 0000     	           	SPACER,41X65X1                	09/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	413825T0 0000     	           	SPACER,41X65X1                	10/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	413825T0 0000     	           	SPACER,41X65X1                	11/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	413825T0 0000     	           	SPACER,41X65X1                	12/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	413825T0 0000     	           	SPACER,41X65X1                	13/12/2019	    1890	       0	      1890	0
12/2019	G4AM07	1PT003	AM    	413825T0 0000     	           	SPACER,41X65X1                	16/12/2019	    2160	       0	      2160	0
12/2019	G4AM07	1PT003	AM    	413825T0 0000     	           	SPACER,41X65X1                	17/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	413825T0 0000     	           	SPACER,41X65X1                	18/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	413825T0 0000     	           	SPACER,41X65X1                	19/12/2019	    2040	       0	      2040	0
12/2019	G4AM07	1PT003	AM    	413825T0 0000     	           	SPACER,41X65X1                	20/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	413825T0 0000     	           	SPACER,41X65X1                	25/12/2019	    2220	       0	      2220	0
12/2019	G4AM07	1PT003	AM    	413825T0 0000     	           	SPACER,41X65X1                	26/12/2019	    1800	       0	      1800	0
12/2019	G4AM07	1PT003	AM    	904355T0 0000     	           	RETAINER,COTTER               	28/11/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	904355T0 0000     	           	RETAINER,COTTER               	29/11/2019	    2335	       0	      2335	0
12/2019	G4AM07	1PT003	AM    	904355T0 0000     	           	RETAINER,COTTER               	02/12/2019	    2040	       0	      2040	0
12/2019	G4AM07	1PT003	AM    	904355T0 0000     	           	RETAINER,COTTER               	03/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	904355T0 0000     	           	RETAINER,COTTER               	04/12/2019	    2336	       0	      2336	0
12/2019	G4AM07	1PT003	AM    	904355T0 0000     	           	RETAINER,COTTER               	05/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	904355T0 0000     	           	RETAINER,COTTER               	06/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	904355T0 0000     	           	RETAINER,COTTER               	09/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	904355T0 0000     	           	RETAINER,COTTER               	10/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	904355T0 0000     	           	RETAINER,COTTER               	11/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	904355T0 0000     	           	RETAINER,COTTER               	12/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	904355T0 0000     	           	RETAINER,COTTER               	13/12/2019	    1890	       0	      1890	0
12/2019	G4AM07	1PT003	AM    	904355T0 0000     	           	RETAINER,COTTER               	16/12/2019	    2160	       0	      2160	0
12/2019	G4AM07	1PT003	AM    	904355T0 0000     	           	RETAINER,COTTER               	17/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	904355T0 0000     	           	RETAINER,COTTER               	18/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	904355T0 0000     	           	RETAINER,COTTER               	19/12/2019	    2040	       0	      2040	0
12/2019	G4AM07	1PT003	AM    	904355T0 0000     	           	RETAINER,COTTER               	20/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	904355T0 0000     	           	RETAINER,COTTER               	25/12/2019	    2220	       0	      2220	0
12/2019	G4AM07	1PT003	AM    	904355T0 0000     	           	RETAINER,COTTER               	26/12/2019	    1800	       0	      1800	0
12/2019	G4AM07	1PT003	AM    	90448P4V 0100     	           	WASHER,TONGUED 6MM            	28/11/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	90448P4V 0100     	           	WASHER,TONGUED 6MM            	29/11/2019	    2335	       0	      2335	0
12/2019	G4AM07	1PT003	AM    	90448P4V 0100     	           	WASHER,TONGUED 6MM            	02/12/2019	    2040	       0	      2040	0
12/2019	G4AM07	1PT003	AM    	90448P4V 0100     	           	WASHER,TONGUED 6MM            	03/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	90448P4V 0100     	           	WASHER,TONGUED 6MM            	04/12/2019	    2336	       0	      2336	0
12/2019	G4AM07	1PT003	AM    	90448P4V 0100     	           	WASHER,TONGUED 6MM            	05/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	90448P4V 0100     	           	WASHER,TONGUED 6MM            	06/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	90448P4V 0100     	           	WASHER,TONGUED 6MM            	09/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	90448P4V 0100     	           	WASHER,TONGUED 6MM            	10/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	90448P4V 0100     	           	WASHER,TONGUED 6MM            	11/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	90448P4V 0100     	           	WASHER,TONGUED 6MM            	12/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	90448P4V 0100     	           	WASHER,TONGUED 6MM            	13/12/2019	    1890	       0	      1890	0
12/2019	G4AM07	1PT003	AM    	90448P4V 0100     	           	WASHER,TONGUED 6MM            	16/12/2019	    2160	       0	      2160	0
12/2019	G4AM07	1PT003	AM    	90448P4V 0100     	           	WASHER,TONGUED 6MM            	17/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	90448P4V 0100     	           	WASHER,TONGUED 6MM            	18/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	90448P4V 0100     	           	WASHER,TONGUED 6MM            	19/12/2019	    2040	       0	      2040	0
12/2019	G4AM07	1PT003	AM    	90448P4V 0100     	           	WASHER,TONGUED 6MM            	20/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	90448P4V 0100     	           	WASHER,TONGUED 6MM            	25/12/2019	    2220	       0	      2220	0
